<TICKER>,<PER>,<DATE>,<TIME>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USDRUB_TOM,D,20121207,000000,31.0199,30.8001,30.8925,4832487000
USDRUB_TOM,D,20121210,000000,30.9215,30.7025,30.72,4918814000
USDRUB_TOM,D,20121211,000000,30.8025,30.6,30.716,5237395000
USDRUB_TOM,D,20121212,000000,30.773,30.5815,30.5975,4209361000
USDRUB_TOM,D,20121213,000000,30.71,30.5025,30.665,4367714000
USDRUB_TOM,D,20121214,000000,30.8355,30.6075,30.725,4516307000
USDRUB_TOM,D,20121217,000000,31.0375,30.5925,30.94,5819987000
USDRUB_TOM,D,20121218,000000,31.039,30.83,30.8545,4981915000
USDRUB_TOM,D,20121219,000000,30.813,30.605,30.715,6033559000
USDRUB_TOM,D,20121220,000000,30.848,30.631,30.6625,5794727000
USDRUB_TOM,D,20121221,000000,30.85,30.691,30.8375,4895606000
USDRUB_TOM,D,20121224,000000,30.8795,30.551,30.56,4072375000
USDRUB_TOM,D,20121225,000000,30.73,30.415,30.73,2334538000
USDRUB_TOM,D,20121226,000000,30.7625,30.49,30.519,3774672000
USDRUB_TOM,D,20121227,000000,30.5425,30.23,30.25,4642696000
USDRUB_TOM,D,20121228,000000,30.5355,30.3165,30.4075,1858269000
USDRUB_TOM,D,20130108,000000,30.44,30.21,30.212,1475577000
USDRUB_TOM,D,20130109,000000,30.516,30.325,30.36,4286253000
USDRUB_TOM,D,20130110,000000,30.3855,30.15,30.191,4474423000
USDRUB_TOM,D,20130111,000000,30.365,30.185,30.3145,4326758000
USDRUB_TOM,D,20130114,000000,30.306,30.17,30.254,3822593000
USDRUB_TOM,D,20130115,000000,30.352,30.1685,30.3475,4901538000
USDRUB_TOM,D,20130116,000000,30.435,30.1975,30.311,5097377000
USDRUB_TOM,D,20130117,000000,30.387,30.175,30.1945,5421149000
USDRUB_TOM,D,20130118,000000,30.3185,30.175,30.27,4049436000
USDRUB_TOM,D,20130121,000000,30.315,30.24,30.268,2352969000
USDRUB_TOM,D,20130122,000000,30.298,30.165,30.225,4794827000
USDRUB_TOM,D,20130123,000000,30.25,30.1475,30.162,3524929000
USDRUB_TOM,D,20130124,000000,30.2975,30.0465,30.0735,3658098000
USDRUB_TOM,D,20130125,000000,30.098,29.97,30.0325,4658500000
USDRUB_TOM,D,20130128,000000,30.2,30.0135,30.1675,4835010000
USDRUB_TOM,D,20130129,000000,30.1775,30.035,30.035,4333915000
USDRUB_TOM,D,20130130,000000,30.09,29.9675,30.0175,4011856000
USDRUB_TOM,D,20130131,000000,30.102,29.823,30.026,3602161000
USDRUB_TOM,D,20130201,000000,30.093,29.8395,29.86,4457755000
USDRUB_TOM,D,20130204,000000,30.0875,29.8795,30.0875,3403715000
USDRUB_TOM,D,20130205,000000,30.1565,29.935,29.95,5017561000
USDRUB_TOM,D,20130206,000000,30.5,29.925,30.088,5595858000
USDRUB_TOM,D,20130207,000000,30.253,29.9955,30.188,3712283000
USDRUB_TOM,D,20130208,000000,30.238,30.11,30.1745,3649152000
USDRUB_TOM,D,20130211,000000,30.2125,30.109,30.165,2185834000
USDRUB_TOM,D,20130212,000000,30.188,30.032,30.04,3290761000
USDRUB_TOM,D,20130213,000000,30.086,29.997,30.056,3098351000
USDRUB_TOM,D,20130214,000000,30.1645,29.98,30.1,4080809000
USDRUB_TOM,D,20130215,000000,30.174,30.091,30.134,2836771000
USDRUB_TOM,D,20130218,000000,30.15,30.0015,30.134,1837132000
USDRUB_TOM,D,20130219,000000,30.1495,30.075,30.076,2749086000
USDRUB_TOM,D,20130220,000000,30.22,30.028,30.1935,3231542000
USDRUB_TOM,D,20130221,000000,30.4865,30.205,30.4865,7958042000
USDRUB_TOM,D,20130222,000000,30.462,30.2995,30.4225,4225190000
USDRUB_TOM,D,20130225,000000,30.5415,30.2275,30.507,3743290000
USDRUB_TOM,D,20130226,000000,30.69,30.487,30.6345,5128681000
USDRUB_TOM,D,20130227,000000,30.6555,30.52,30.5325,3888594000
USDRUB_TOM,D,20130228,000000,30.624,30.479,30.561,3378648000
USDRUB_TOM,D,20130301,000000,30.77,30.551,30.699,4142212000
USDRUB_TOM,D,20130304,000000,30.8175,30.6015,30.734,3399635000
USDRUB_TOM,D,20130305,000000,30.7365,30.616,30.616,4263906000
USDRUB_TOM,D,20130306,000000,30.755,30.58,30.721,3714159000
USDRUB_TOM,D,20130307,000000,30.8,30.6225,30.6975,3490748000
USDRUB_TOM,D,20130311,000000,30.8065,30.672,30.7175,3278212000
USDRUB_TOM,D,20130312,000000,30.7925,30.633,30.701,3673859000
USDRUB_TOM,D,20130313,000000,30.823,30.6765,30.794,4334733000
USDRUB_TOM,D,20130314,000000,30.817,30.6995,30.72,5021421000
USDRUB_TOM,D,20130315,000000,30.79,30.6075,30.657,3521454000
USDRUB_TOM,D,20130318,000000,30.9185,30.765,30.835,4747479000
USDRUB_TOM,D,20130319,000000,31.089,30.804,30.9855,4083926000
USDRUB_TOM,D,20130320,000000,31,30.81,30.85,4830479000
USDRUB_TOM,D,20130321,000000,30.97,30.8495,30.9345,4123380000
USDRUB_TOM,D,20130322,000000,30.9995,30.8105,30.837,3935564000
USDRUB_TOM,D,20130325,000000,30.9525,30.705,30.924,4318833000
USDRUB_TOM,D,20130326,000000,30.99,30.828,30.852,3553975000
USDRUB_TOM,D,20130327,000000,31.079,30.846,31.04,5622875000
USDRUB_TOM,D,20130328,000000,31.112,30.975,31.0965,4920113000
USDRUB_TOM,D,20130329,000000,31.123,31,31.06,2269951000
USDRUB_TOM,D,20130401,000000,31.162,30.99,31.0845,2363659000
USDRUB_TOM,D,20130402,000000,31.33,31.076,31.3205,5767704000
USDRUB_TOM,D,20130403,000000,31.65,31.301,31.644,6845038000
USDRUB_TOM,D,20130404,000000,31.7655,31.44,31.585,7137318000
USDRUB_TOM,D,20130405,000000,31.7055,31.52,31.52,5121556000
USDRUB_TOM,D,20130408,000000,31.671,31.203,31.2195,6795226000
USDRUB_TOM,D,20130409,000000,31.2765,30.99,31.0205,4488319000
USDRUB_TOM,D,20130410,000000,31.089,30.807,30.884,5451568000
USDRUB_TOM,D,20130411,000000,30.962,30.5225,30.884,4680333000
USDRUB_TOM,D,20130412,000000,31.1235,30.895,31.085,4660419000
USDRUB_TOM,D,20130415,000000,31.47,31.1495,31.45,6669045000
USDRUB_TOM,D,20130416,000000,31.5,31.2245,31.263,6012824000
USDRUB_TOM,D,20130417,000000,31.896,31.177,31.886,8361647000
USDRUB_TOM,D,20130418,000000,31.8425,31.521,31.55,6632859000
USDRUB_TOM,D,20130419,000000,31.73,31.3515,31.6635,5214896000
USDRUB_TOM,D,20130422,000000,31.6955,31.515,31.553,5296369000
USDRUB_TOM,D,20130423,000000,31.802,31.596,31.6235,5101701000
USDRUB_TOM,D,20130424,000000,31.7005,31.423,31.46,5919898000
USDRUB_TOM,D,20130425,000000,31.3895,31.02,31.173,8113770000
USDRUB_TOM,D,20130426,000000,31.35,31.1005,31.254,4688813000
USDRUB_TOM,D,20130429,000000,31.3145,30.894,30.927,5152822000
USDRUB_TOM,D,20130430,000000,31.143,30.9225,31.121,3428771000
USDRUB_TOM,D,20130502,000000,31.3925,31.1505,31.173,743231000
USDRUB_TOM,D,20130503,000000,31.205,30.9695,31.053,605508000
USDRUB_TOM,D,20130506,000000,31.13,31.01,31.04,2136974000
USDRUB_TOM,D,20130507,000000,31.101,30.967,31.0565,3082323000
USDRUB_TOM,D,20130508,000000,31.188,31.056,31.118,2311910000
USDRUB_TOM,D,20130510,000000,31.5,31.188,31.36,493336000
USDRUB_TOM,D,20130513,000000,31.467,31.285,31.3475,4434881000
USDRUB_TOM,D,20130514,000000,31.388,31.2135,31.356,4232934000
USDRUB_TOM,D,20130515,000000,31.53,31.3945,31.45,4397128000
USDRUB_TOM,D,20130516,000000,31.4775,31.265,31.3615,3708973000
USDRUB_TOM,D,20130517,000000,31.465,31.333,31.421,3889879000
USDRUB_TOM,D,20130520,000000,31.4025,31.216,31.252,4203402000
USDRUB_TOM,D,20130521,000000,31.313,31.153,31.238,4294800000
USDRUB_TOM,D,20130522,000000,31.4405,31.056,31.425,3692946000
USDRUB_TOM,D,20130523,000000,31.535,31.317,31.407,6490680000
USDRUB_TOM,D,20130524,000000,31.4435,31.253,31.32,4406857000
USDRUB_TOM,D,20130527,000000,31.375,31.2705,31.362,2461388000
USDRUB_TOM,D,20130528,000000,31.543,31.2995,31.515,4271650000
USDRUB_TOM,D,20130529,000000,31.65,31.4505,31.5925,5560186000
USDRUB_TOM,D,20130530,000000,31.78,31.552,31.727,6597304000
USDRUB_TOM,D,20130531,000000,32.021,31.6885,31.952,6236313000
USDRUB_TOM,D,20130603,000000,32.1325,31.776,31.779,6730428000
USDRUB_TOM,D,20130604,000000,32.013,31.787,31.905,4343184000
USDRUB_TOM,D,20130605,000000,32.2,31.894,32.165,6016179000
USDRUB_TOM,D,20130606,000000,32.316,32.02,32.12,5392000000
USDRUB_TOM,D,20130607,000000,32.428,32.083,32.1675,5433755000
USDRUB_TOM,D,20130610,000000,32.3805,32.1885,32.307,4195953000
USDRUB_TOM,D,20130611,000000,32.52,32.315,32.394,5964159000
USDRUB_TOM,D,20130613,000000,32.3805,31.9435,31.948,5528196000
USDRUB_TOM,D,20130614,000000,31.97,31.626,31.729,5975037000
USDRUB_TOM,D,20130617,000000,31.8295,31.4995,31.7375,5828646000
USDRUB_TOM,D,20130618,000000,32.1,31.8025,32.005,5695944000
USDRUB_TOM,D,20130619,000000,32.469,31.99,32.469,5009563000
USDRUB_TOM,D,20130620,000000,33.07,32.53,33.046,8424858000
USDRUB_TOM,D,20130621,000000,32.9025,32.6245,32.783,7175446000
USDRUB_TOM,D,20130624,000000,32.9945,32.698,32.71,5714515000
USDRUB_TOM,D,20130625,000000,32.9405,32.634,32.81,4913090000
USDRUB_TOM,D,20130626,000000,33.0175,32.7825,32.955,5239220000
USDRUB_TOM,D,20130627,000000,32.9255,32.713,32.7995,5175373000
USDRUB_TOM,D,20130628,000000,32.925,32.6125,32.803,5162546000
USDRUB_TOM,D,20130702,000000,33.1725,32.914,33.1505,4841041000
USDRUB_TOM,D,20130703,000000,33.3075,33.1,33.1295,4894612000
USDRUB_TOM,D,20130704,000000,33.2805,33.121,33.192,3228099000
USDRUB_TOM,D,20130705,000000,33.37,33.1625,33.3245,5010694000
USDRUB_TOM,D,20130708,000000,33.348,33.2,33.2235,2570727000
USDRUB_TOM,D,20130709,000000,33.1845,32.92,32.9935,4804248000
USDRUB_TOM,D,20130710,000000,33.04,32.836,32.898,3864322000
USDRUB_TOM,D,20130711,000000,32.698,32.4775,32.514,4651378000
USDRUB_TOM,D,20130712,000000,32.795,32.453,32.64,4658230000
USDRUB_TOM,D,20130715,000000,32.7235,32.57,32.575,2932199000
USDRUB_TOM,D,20130716,000000,32.574,32.4,32.4,5224772000
USDRUB_TOM,D,20130717,000000,32.5,32.301,32.3395,4126870000
USDRUB_TOM,D,20130718,000000,32.49,32.345,32.49,3975924000
USDRUB_TOM,D,20130719,000000,32.4705,32.303,32.3115,3641039000
USDRUB_TOM,D,20130722,000000,32.3735,32.2115,32.338,4147953000
USDRUB_TOM,D,20130723,000000,32.418,32.285,32.3045,3395992000
USDRUB_TOM,D,20130724,000000,32.4825,32.2635,32.4605,3102568000
USDRUB_TOM,D,20130725,000000,32.71,32.4495,32.6185,4946874000
USDRUB_TOM,D,20130726,000000,32.8695,32.527,32.7895,3874888000
USDRUB_TOM,D,20130729,000000,32.89,32.67,32.8295,3690091000
USDRUB_TOM,D,20130730,000000,32.9885,32.83,32.9635,3013053000
USDRUB_TOM,D,20130731,000000,33.0705,32.8235,32.9795,3619348000
USDRUB_TOM,D,20130801,000000,33.1065,32.905,33.074,3926178000
USDRUB_TOM,D,20130802,000000,33.163,32.7495,32.8475,3877648000
USDRUB_TOM,D,20130805,000000,32.949,32.8265,32.9055,2156377000
USDRUB_TOM,D,20130806,000000,32.98,32.84,32.963,2694895000
USDRUB_TOM,D,20130807,000000,33.1,32.95,32.9745,3476697000
USDRUB_TOM,D,20130808,000000,32.98,32.805,32.8375,2421860000
USDRUB_TOM,D,20130809,000000,32.914,32.8055,32.8855,2629524000
USDRUB_TOM,D,20130812,000000,33.025,32.7655,32.997,2752395000
USDRUB_TOM,D,20130813,000000,33.132,32.8735,33.1,3390648000
USDRUB_TOM,D,20130814,000000,33.2105,32.921,33.0825,4378662000
USDRUB_TOM,D,20130815,000000,33.0855,32.855,32.88,4822490000
USDRUB_TOM,D,20130816,000000,32.987,32.8055,32.901,2852621000
USDRUB_TOM,D,20130819,000000,32.98,32.886,32.98,2675062000
USDRUB_TOM,D,20130820,000000,33.045,32.9125,32.956,3183234000
USDRUB_TOM,D,20130821,000000,33.15,32.946,33.123,3694325000
USDRUB_TOM,D,20130822,000000,33.24,33.027,33.057,4478100000
USDRUB_TOM,D,20130823,000000,33.079,32.953,33.015,3312431000
USDRUB_TOM,D,20130826,000000,33.1,32.92,33.0695,3154225000
USDRUB_TOM,D,20130827,000000,33.26,33.074,33.1775,5075944000
USDRUB_TOM,D,20130828,000000,33.2745,33.133,33.21,4405667000
USDRUB_TOM,D,20130829,000000,33.255,33.119,33.25,4022505000
USDRUB_TOM,D,20130830,000000,33.3145,33.22,33.3145,2774084000
USDRUB_TOM,D,20130902,000000,33.3875,33.235,33.345,2232051000
USDRUB_TOM,D,20130903,000000,33.5365,33.3375,33.519,3949994000
USDRUB_TOM,D,20130904,000000,33.5055,33.3045,33.3475,3897089000
USDRUB_TOM,D,20130905,000000,33.47,33.357,33.424,3833503000
USDRUB_TOM,D,20130906,000000,33.453,33.242,33.27,4179961000
USDRUB_TOM,D,20130909,000000,33.357,33.082,33.168,4134295000
USDRUB_TOM,D,20130910,000000,33.1275,32.9165,32.97,5306829000
USDRUB_TOM,D,20130911,000000,32.9965,32.7205,32.754,5464623000
USDRUB_TOM,D,20130912,000000,32.8,32.6,32.6345,5480946000
USDRUB_TOM,D,20130913,000000,32.7615,32.436,32.48,4799650000
USDRUB_TOM,D,20130916,000000,32.3995,32.172,32.2775,5452592000
USDRUB_TOM,D,20130917,000000,32.394,32.1925,32.225,3767414000
USDRUB_TOM,D,20130918,000000,32.318,31.81,31.8215,3453166000
USDRUB_TOM,D,20130919,000000,31.988,31.5075,31.6365,6491041000
USDRUB_TOM,D,20130920,000000,31.92,31.69,31.853,4816961000
USDRUB_TOM,D,20130923,000000,31.9745,31.7555,31.8035,5276002000
USDRUB_TOM,D,20130924,000000,31.96,31.777,31.885,4147642000
USDRUB_TOM,D,20130925,000000,32.152,31.895,32.101,4106409000
USDRUB_TOM,D,20130926,000000,32.35,32.108,32.325,4307511000
USDRUB_TOM,D,20130927,000000,32.484,32.179,32.355,5212859000
USDRUB_TOM,D,20130930,000000,32.532,32.26,32.41,3831154000
USDRUB_TOM,D,20131001,000000,32.38,32.195,32.227,3949722000
USDRUB_TOM,D,20131002,000000,32.335,32.1505,32.234,3924281000
USDRUB_TOM,D,20131003,000000,32.2095,32.004,32.1445,3475159000
USDRUB_TOM,D,20131004,000000,32.198,32.053,32.1815,2789911000
USDRUB_TOM,D,20131007,000000,32.345,32.187,32.265,3506026000
USDRUB_TOM,D,20131008,000000,32.44,32.183,32.405,3724661000
USDRUB_TOM,D,20131009,000000,32.6105,32.31,32.325,3778851000
USDRUB_TOM,D,20131010,000000,32.3725,32.166,32.1975,3188236000
USDRUB_TOM,D,20131011,000000,32.3045,32.178,32.2855,2707136000
USDRUB_TOM,D,20131014,000000,32.32,32.2275,32.28,1939060000
USDRUB_TOM,D,20131015,000000,32.3215,32.219,32.29,3229514000
USDRUB_TOM,D,20131016,000000,32.2905,32.077,32.113,2470529000
USDRUB_TOM,D,20131017,000000,32.1395,31.8375,31.884,4113882000
USDRUB_TOM,D,20131018,000000,31.9435,31.7985,31.931,3228338000
USDRUB_TOM,D,20131021,000000,31.9755,31.8525,31.9475,2601222000
USDRUB_TOM,D,20131022,000000,31.982,31.65,31.6875,3757746000
USDRUB_TOM,D,20131023,000000,31.8035,31.705,31.77,3733531000
USDRUB_TOM,D,20131024,000000,31.7335,31.6335,31.7275,4318269000
USDRUB_TOM,D,20131025,000000,31.841,31.6265,31.762,4529832000
USDRUB_TOM,D,20131028,000000,31.9365,31.7555,31.911,2201719000
USDRUB_TOM,D,20131029,000000,32.088,31.8535,32.088,4700834000
USDRUB_TOM,D,20131030,000000,32.114,31.8755,32.0185,3561258000
USDRUB_TOM,D,20131031,000000,32.15,31.9995,32.096,3804076000
USDRUB_TOM,D,20131101,000000,32.43,32.1275,32.42,4456439000
USDRUB_TOM,D,20131105,000000,32.5935,32.2205,32.553,3657206000
USDRUB_TOM,D,20131106,000000,32.5,32.32,32.384,4232924000
USDRUB_TOM,D,20131107,000000,32.454,32.2655,32.429,4964424000
USDRUB_TOM,D,20131108,000000,32.76,32.38,32.6365,5703764000
USDRUB_TOM,D,20131111,000000,32.85,32.5,32.796,2607080000
USDRUB_TOM,D,20131112,000000,32.95,32.6995,32.8905,4283424000
USDRUB_TOM,D,20131113,000000,32.93,32.7,32.736,4129847000
USDRUB_TOM,D,20131114,000000,32.7655,32.61,32.66,4222698000
USDRUB_TOM,D,20131115,000000,32.712,32.558,32.589,3141700000
USDRUB_TOM,D,20131118,000000,32.5855,32.4685,32.575,2901478000
USDRUB_TOM,D,20131119,000000,32.77,32.565,32.746,4120392000
USDRUB_TOM,D,20131120,000000,32.9475,32.678,32.9335,4920263000
USDRUB_TOM,D,20131121,000000,33.077,32.914,32.992,4247682000
USDRUB_TOM,D,20131122,000000,32.975,32.73,32.7555,4206066000
USDRUB_TOM,D,20131125,000000,33.0405,32.73,32.934,5603815000
USDRUB_TOM,D,20131126,000000,33.025,32.9,32.9405,3552887000
USDRUB_TOM,D,20131127,000000,33.2105,32.9055,33.18,4638803000
USDRUB_TOM,D,20131128,000000,33.19,33.01,33.148,2905444000
USDRUB_TOM,D,20131129,000000,33.235,33.074,33.1555,3330389000
USDRUB_TOM,D,20131202,000000,33.2505,33.091,33.2395,3698722000
USDRUB_TOM,D,20131203,000000,33.285,33.1655,33.2685,3208947000
USDRUB_TOM,D,20131204,000000,33.28,33.117,33.1815,3902357000
USDRUB_TOM,D,20131205,000000,33.24,32.95,32.9855,5826422000
USDRUB_TOM,D,20131206,000000,33.0795,32.7,32.7,4495908000
USDRUB_TOM,D,20131209,000000,32.823,32.64,32.7525,3752505000
USDRUB_TOM,D,20131210,000000,32.83,32.645,32.7005,5233649000
USDRUB_TOM,D,20131211,000000,32.7905,32.69,32.778,3350533000
USDRUB_TOM,D,20131212,000000,32.8075,32.709,32.7915,4716782000
USDRUB_TOM,D,20131216,000000,32.95,32.84,32.9025,3047327000
USDRUB_TOM,D,20131217,000000,32.98,32.8295,32.9695,3379690000
USDRUB_TOM,D,20131218,000000,32.989,32.75,32.814,2734618000
USDRUB_TOM,D,20131219,000000,33.0345,32.883,32.99,4136357000
USDRUB_TOM,D,20131220,000000,33.039,32.955,32.98,4012500000
USDRUB_TOM,D,20131223,000000,33.0145,32.607,32.661,5385198000
USDRUB_TOM,D,20131224,000000,32.687,32.531,32.64,4307690000
USDRUB_TOM,D,20131225,000000,32.76,32.56,32.6905,2800549000
USDRUB_TOM,D,20131226,000000,32.7465,32.124,32.6665,3150860000
USDRUB_TOM,D,20131227,000000,32.67,32.4785,32.5945,5522759000
USDRUB_TOM,D,20131230,000000,32.8545,32.45,32.835,2828546000
USDRUB_TOM,D,20140106,000000,33.292,33.102,33.2125,585357000
USDRUB_TOM,D,20140108,000000,33.2175,33.0455,33.1935,489923000
USDRUB_TOM,D,20140109,000000,33.2555,33.06,33.234,3804017000
USDRUB_TOM,D,20140110,000000,33.2995,33.025,33.027,3466560000
USDRUB_TOM,D,20140113,000000,33.299,33.03,33.2825,4324755000
USDRUB_TOM,D,20140114,000000,33.384,33.21,33.302,5269089000
USDRUB_TOM,D,20140115,000000,33.4585,33.33,33.4,5053774000
USDRUB_TOM,D,20140116,000000,33.449,33.345,33.4125,3352123000
USDRUB_TOM,D,20140117,000000,33.621,33.3815,33.5905,4564179000
USDRUB_TOM,D,20140120,000000,33.8195,33.5835,33.768,3819807000
USDRUB_TOM,D,20140121,000000,33.999,33.7595,33.935,6221214000
USDRUB_TOM,D,20140122,000000,33.96,33.8195,33.9305,3894200000
USDRUB_TOM,D,20140123,000000,34.21,33.987,34.115,6389626000
USDRUB_TOM,D,20140124,000000,34.6255,34.115,34.527,7650382000
USDRUB_TOM,D,20140127,000000,34.862,34.417,34.69,7561575000
USDRUB_TOM,D,20140128,000000,34.86,34.448,34.742,6872862000
USDRUB_TOM,D,20140129,000000,35.32,34.4445,35.1305,10556446000
USDRUB_TOM,D,20140130,000000,35.45,34.775,34.905,9858544000
USDRUB_TOM,D,20140131,000000,35.3625,34.9385,35.196,6608164000
USDRUB_TOM,D,20140203,000000,35.476,35.092,35.44,4444526000
USDRUB_TOM,D,20140204,000000,35.562,34.97,35.003,6088827000
USDRUB_TOM,D,20140205,000000,35.091,34.262,34.898,8396359000
USDRUB_TOM,D,20140206,000000,34.8815,34.58,34.694,4658805000
USDRUB_TOM,D,20140207,000000,34.835,34.543,34.7685,4491312000
USDRUB_TOM,D,20140210,000000,34.85,34.68,34.76,4936136000
USDRUB_TOM,D,20140211,000000,34.889,34.68,34.7525,4637252000
USDRUB_TOM,D,20140212,000000,34.8445,34.719,34.831,3800309000
USDRUB_TOM,D,20140213,000000,35.27,34.8335,35.1495,7067336000
USDRUB_TOM,D,20140214,000000,35.387,34.965,35.08,6496662000
USDRUB_TOM,D,20140217,000000,35.31,35.0055,35.2195,3711759000
USDRUB_TOM,D,20140218,000000,35.49,35.17,35.4115,4750234000
USDRUB_TOM,D,20140219,000000,35.873,35.5,35.795,6072298000
USDRUB_TOM,D,20140220,000000,35.914,35.6475,35.775,5205042000
USDRUB_TOM,D,20140221,000000,35.89,35.4715,35.489,5800779000
USDRUB_TOM,D,20140224,000000,35.633,35.3685,35.483,5600746000
USDRUB_TOM,D,20140225,000000,35.729,35.496,35.705,3676933000
USDRUB_TOM,D,20140226,000000,36.0595,35.74,36.0195,5805221000
USDRUB_TOM,D,20140227,000000,36.25,35.9825,36.036,6964140000
USDRUB_TOM,D,20140228,000000,37,35.282,35.886,8431440000
USDRUB_TOM,D,20140303,000000,37.0005,36.1575,36.51,17394392000
USDRUB_TOM,D,20140304,000000,36.471,36.009,36.065,7328084000
USDRUB_TOM,D,20140305,000000,36.1995,35.9,36.0435,4744326000
USDRUB_TOM,D,20140306,000000,36.334,36.036,36.1365,6032951000
USDRUB_TOM,D,20140307,000000,36.4695,36.209,36.4695,3682578000
USDRUB_TOM,D,20140311,000000,36.5245,36.306,36.5,3057533000
USDRUB_TOM,D,20140312,000000,36.557,36.45,36.5,5194820000
USDRUB_TOM,D,20140313,000000,36.65,36.4085,36.6085,4554540000
USDRUB_TOM,D,20140314,000000,36.7035,36.5555,36.597,7889278000
USDRUB_TOM,D,20140317,000000,36.7275,36.171,36.33,6075370000
USDRUB_TOM,D,20140318,000000,36.6125,36.176,36.2205,5924543000
USDRUB_TOM,D,20140319,000000,36.2635,35.8815,36.136,7074211000
USDRUB_TOM,D,20140320,000000,36.45,36.0105,36.38,5474869000
USDRUB_TOM,D,20140321,000000,36.514,36.203,36.2595,6003494000
USDRUB_TOM,D,20140324,000000,36.257,36.04,36.052,3981293000
USDRUB_TOM,D,20140325,000000,36.0985,35.4845,35.56,7406174000
USDRUB_TOM,D,20140326,000000,35.553,35.325,35.53,5285485000
USDRUB_TOM,D,20140327,000000,35.6525,35.5105,35.5905,5590197000
USDRUB_TOM,D,20140328,000000,35.79,35.6205,35.78,4624400000
USDRUB_TOM,D,20140331,000000,35.706,35.11,35.12,6277508000
USDRUB_TOM,D,20140401,000000,35.1715,34.9265,35.0995,5185071000
USDRUB_TOM,D,20140402,000000,35.46,35.0655,35.418,4671259000
USDRUB_TOM,D,20140403,000000,35.59,35.4475,35.5,3746116000
USDRUB_TOM,D,20140404,000000,35.5405,35.2175,35.3,4364823000
USDRUB_TOM,D,20140407,000000,35.7645,35.36,35.642,5260430000
USDRUB_TOM,D,20140408,000000,35.76,35.36,35.6805,7209519000
USDRUB_TOM,D,20140409,000000,35.846,35.3715,35.642,4484822000
USDRUB_TOM,D,20140410,000000,35.65,35.4155,35.57,3524803000
USDRUB_TOM,D,20140411,000000,35.75,35.557,35.645,4051380000
USDRUB_TOM,D,20140414,000000,36.035,35.7875,35.9845,5418753000
USDRUB_TOM,D,20140415,000000,36.2155,35.9275,36.1925,4784955000
USDRUB_TOM,D,20140416,000000,36.1275,35.948,35.9885,3776952000
USDRUB_TOM,D,20140417,000000,35.9745,35.44,35.46,4769777000
USDRUB_TOM,D,20140418,000000,35.634,35.422,35.6105,2450271000
USDRUB_TOM,D,20140421,000000,35.74,35.59,35.7265,2202592000
USDRUB_TOM,D,20140422,000000,35.77,35.629,35.699,3185567000
USDRUB_TOM,D,20140423,000000,35.7345,35.6025,35.6755,3576952000
USDRUB_TOM,D,20140424,000000,35.814,35.632,35.772,5161510000
USDRUB_TOM,D,20140425,000000,36.08,35.826,36.0285,5408275000
USDRUB_TOM,D,20140428,000000,36.1,35.7495,35.821,4353636000
USDRUB_TOM,D,20140429,000000,35.755,35.52,35.602,4553819000
USDRUB_TOM,D,20140430,000000,35.7645,35.5905,35.63,3015636000
USDRUB_TOM,D,20140502,000000,35.88,35.689,35.8735,394786000
USDRUB_TOM,D,20140505,000000,35.886,35.682,35.7195,1957951000
USDRUB_TOM,D,20140506,000000,35.6875,35.3635,35.41,3569775000
USDRUB_TOM,D,20140507,000000,35.55,34.8875,34.9295,5081321000
USDRUB_TOM,D,20140508,000000,35.1745,34.7435,35.04,4983059000
USDRUB_TOM,D,20140512,000000,35.2975,34.969,35.0425,3751788000
USDRUB_TOM,D,20140513,000000,34.984,34.7605,34.8525,4817873000
USDRUB_TOM,D,20140514,000000,34.7805,34.6,34.72,5993491000
USDRUB_TOM,D,20140515,000000,34.7925,34.5975,34.75,4631669000
USDRUB_TOM,D,20140516,000000,34.849,34.68,34.77,3059049000
USDRUB_TOM,D,20140519,000000,34.7775,34.462,34.5655,4401253000
USDRUB_TOM,D,20140520,000000,34.658,34.493,34.5215,4349774000
USDRUB_TOM,D,20140521,000000,34.5845,34.331,34.345,3826610000
USDRUB_TOM,D,20140522,000000,34.3555,34.2245,34.3195,4723812000
USDRUB_TOM,D,20140523,000000,34.349,34.065,34.17,4182594000
USDRUB_TOM,D,20140526,000000,34.2115,34.025,34.2035,3253227000
USDRUB_TOM,D,20140527,000000,34.4635,34.143,34.406,4942457000
USDRUB_TOM,D,20140528,000000,34.5915,34.42,34.5615,4042987000
USDRUB_TOM,D,20140529,000000,34.719,34.5295,34.658,4471833000
USDRUB_TOM,D,20140530,000000,34.936,34.64,34.8945,3397577000
USDRUB_TOM,D,20140602,000000,34.975,34.8415,34.93,2770818000
USDRUB_TOM,D,20140603,000000,35.08,34.9775,35.0695,2755051000
USDRUB_TOM,D,20140604,000000,35.25,34.97,34.9995,3592982000
USDRUB_TOM,D,20140605,000000,35.0085,34.67,34.7415,4359558000
USDRUB_TOM,D,20140606,000000,34.76,34.3795,34.418,3548584000
USDRUB_TOM,D,20140609,000000,34.42,34.254,34.34,3283538000
USDRUB_TOM,D,20140610,000000,34.4325,34.26,34.365,3239859000
USDRUB_TOM,D,20140611,000000,34.4505,34.2825,34.379,3942628000
USDRUB_TOM,D,20140613,000000,34.494,34.329,34.452,316720000
USDRUB_TOM,D,20140616,000000,34.68,34.445,34.6385,5341270000
USDRUB_TOM,D,20140617,000000,34.8935,34.71,34.8265,4972052000
